ID,Var1,WorkStatus,Score,Divorce,Widowed,Education,Residence_Region,babies,preteen,teens,income,Engagement_Religion,Var2,TVhours,Gender,Unemployed10,Happy
10015383,G,keeping house,65,yes,no,16,w. sou. central,0,0,0,$25000 or more,2-3x a month,3,NA,1,0,Very Happy
10015384,G,working fulltime,53,NA,no,16,e. nor. central,0,0,0,$25000 or more,every week,1,2,1,NA,Very Happy
10015388,G,keeping house,29,no,NA,10,e. nor. central,0,0,0,$8000 to 9999,every week,2,6,1,0,Pretty Happy
10015389,G,retired,47,NA,no,11,e. nor. central,0,0,0,$8000 to 9999,never,3,NA,0,0,Pretty Happy
10015391,G,other,45,NA,no,12,e. nor. central,0,0,0,$10000 - 14999,sevrl times a yr,2,2,0,0,Not Happy
10015392,G,school,60,NA,NA,14,e. nor. central,0,0,0,$4000 to 4999,never,1,3,1,NA,Pretty Happy
10015395,G,working fulltime,28,NA,no,12,e. nor. central,1,1,0,lt $1000,once a year,1,2,1,NA,Pretty Happy
10015396,G,other,NA,NA,NA,NA,e. nor. central,0,0,0,$15000 - 19999,never,1,6,0,NA,Pretty Happy
10015397,G,retired,33,no,NA,12,middle atlantic,0,0,0,$10000 - 14999,every week,3,6,1,NA,Not Happy
10015398,G,working fulltime,47,NA,no,12,e. nor. central,0,0,2,$25000 or more,once a year,1,NA,0,1,Not Happy
10015399,G,"unempl, laid off",22,NA,no,13,e. nor. central,0,0,0,$1000 to 2999,sevrl times a yr,1,2,1,NA,Not Happy
10015401,G,keeping house,24,NA,NA,11,e. nor. central,0,1,1,$8000 to 9999,every week,1,NA,1,0,Not Happy
10015402,G,working parttime,51,no,no,13,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,NA,0,1,Very Happy
10015405,G,keeping house,36,no,NA,13,e. sou. central,0,0,0,$10000 - 14999,nrly every week,2,5,1,0,Pretty Happy
10015406,G,working fulltime,69,yes,NA,16,e. nor. central,0,0,0,$25000 or more,every week,2,3,1,0,Pretty Happy
10015407,G,keeping house,39,no,NA,12,e. nor. central,0,0,0,$25000 or more,never,1,NA,1,0,Not Happy
10015408,G,working fulltime,86,no,no,20,e. nor. central,1,0,0,$25000 or more,sevrl times a yr,1,1,0,NA,Pretty Happy
10015409,G,keeping house,47,NA,NA,14,e. nor. central,0,0,0,$25000 or more,once a year,2,4,1,0,Pretty Happy
10015413,G,other,NA,NA,NA,13,e. nor. central,0,0,1,$25000 or more,sevrl times a yr,2,5,1,0,Very Happy
10015414,G,working fulltime,32,no,no,15,e. nor. central,0,0,0,$25000 or more,once a year,3,NA,1,0,Pretty Happy
10015418,G,other,46,NA,NA,13,foreign,0,0,0,$7000 to 7999,never,1,NA,1,0,Not Happy
10015420,G,other,28,NA,no,2,foreign,0,0,0,$7000 to 7999,more thn once wk,1,3,1,NA,Pretty Happy
10015421,G,working fulltime,42,NA,no,14,foreign,0,1,0,$10000 - 14999,2-3x a month,1,6,1,NA,Pretty Happy
10015422,G,working fulltime,22,NA,no,9,foreign,0,0,0,$25000 or more,lt once a year,1,7,0,NA,Not Happy
10015423,G,working parttime,29,no,NA,12,new england,0,0,0,$15000 - 19999,never,2,2,1,0,Pretty Happy
10015424,G,working parttime,74,no,no,2,foreign,2,0,0,$25000 or more,nrly every week,1,NA,1,0,Very Happy
10015425,G,working fulltime,21,no,no,12,new england,0,0,0,$25000 or more,never,1,3,1,NA,Very Happy
10015427,G,keeping house,29,no,no,13,foreign,1,0,0,NA,sevrl times a yr,1,NA,1,1,Very Happy
10015428,G,other,47,yes,no,14,pacific,0,0,1,$25000 or more,lt once a year,2,0,1,1,Pretty Happy
10015431,G,retired,50,no,no,11,new england,0,0,0,$25000 or more,every week,1,NA,0,0,Pretty Happy
10015435,G,working fulltime,33,no,no,12,new england,0,0,0,$25000 or more,never,3,3,0,NA,Pretty Happy
10015437,G,working fulltime,51,no,no,12,new england,0,0,1,$25000 or more,once a month,2,3,0,0,Very Happy
10015438,G,retired,43,no,NA,12,new england,0,0,0,$10000 - 14999,more thn once wk,1,2,1,NA,Pretty Happy
10015440,G,working fulltime,38,no,no,NA,w. sou. central,0,2,0,$20000 - 24999,2-3x a month,1,3,0,NA,Very Happy
10015441,G,working parttime,51,no,NA,16,south atlantic,0,0,0,$25000 or more,never,3,8,1,NA,Not Happy
10015442,G,working fulltime,51,no,no,16,new england,0,0,1,$25000 or more,every week,1,NA,0,0,Very Happy
10015443,G,other,29,NA,NA,16,new england,0,0,0,$25000 or more,never,2,2,0,1,Pretty Happy
10015446,G,working fulltime,64,yes,no,13,new england,0,0,0,$25000 or more,once a year,3,NA,1,0,Not Happy
10015447,G,working fulltime,52,NA,NA,18,new england,0,1,0,$25000 or more,once a year,1,NA,0,0,Pretty Happy
10015448,G,working fulltime,69,NA,NA,16,middle atlantic,0,0,0,$25000 or more,once a month,1,1,1,NA,Very Happy
10015449,G,other,51,no,no,14,middle atlantic,0,0,0,$5000 to 5999,sevrl times a yr,2,2,0,0,Pretty Happy
10015450,G,working fulltime,22,NA,NA,10,middle atlantic,0,0,0,$25000 or more,more thn once wk,2,2,0,0,Pretty Happy
10015451,G,working fulltime,52,NA,NA,18,middle atlantic,0,0,0,$25000 or more,lt once a year,1,NA,0,1,Pretty Happy
10015454,G,working fulltime,32,NA,NA,12,middle atlantic,NA,NA,NA,$15000 - 19999,never,3,NA,1,1,Pretty Happy
10015455,G,other,NA,NA,NA,12,middle atlantic,0,0,0,$6000 to 6999,once a year,1,NA,0,1,Pretty Happy
10015456,G,school,NA,NA,NA,15,middle atlantic,0,0,0,$3000 to 3999,once a year,1,NA,0,0,Pretty Happy
10015458,G,retired,46,no,NA,12,middle atlantic,0,0,0,$25000 or more,every week,1,NA,1,1,Pretty Happy
10015459,G,retired,66,no,no,17,middle atlantic,0,0,0,$25000 or more,every week,2,3,0,0,Pretty Happy
10015462,G,"unempl, laid off",29,NA,NA,16,middle atlantic,0,0,0,$25000 or more,every week,1,10,1,NA,Very Happy
10015463,G,working fulltime,32,no,no,12,middle atlantic,2,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Very Happy
10015464,G,retired,32,no,no,6,middle atlantic,0,0,0,$20000 - 24999,once a year,1,NA,0,0,Very Happy
10015468,G,retired,33,no,no,18,middle atlantic,0,0,0,$25000 or more,more thn once wk,2,1,1,0,Very Happy
10015469,G,working fulltime,34,no,NA,12,middle atlantic,0,0,0,$25000 or more,lt once a year,1,NA,1,0,Pretty Happy
10015471,G,working fulltime,47,yes,no,13,middle atlantic,0,0,0,$25000 or more,more thn once wk,1,NA,1,0,Pretty Happy
10015472,G,retired,64,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,1,3,0,NA,Very Happy
10015473,G,working fulltime,64,no,no,19,south atlantic,0,0,0,$25000 or more,every week,1,NA,1,0,Pretty Happy
10015480,G,retired,66,no,NA,14,middle atlantic,0,0,0,$25000 or more,more thn once wk,2,2,1,0,Very Happy
10015481,G,school,32,NA,NA,15,middle atlantic,0,0,0,NA,once a year,2,1,1,0,Very Happy
10015482,G,working parttime,66,no,no,17,middle atlantic,3,0,0,$25000 or more,never,1,NA,1,0,Pretty Happy
10015483,G,working fulltime,36,NA,NA,12,middle atlantic,0,0,0,$25000 or more,never,2,1,1,1,Not Happy
10015484,G,working fulltime,49,no,no,16,middle atlantic,0,0,0,$25000 or more,2-3x a month,3,4,1,NA,Very Happy
10015485,G,working fulltime,42,NA,NA,14,middle atlantic,0,0,0,$25000 or more,never,1,3,1,NA,Pretty Happy
10015486,G,retired,39,NA,no,11,middle atlantic,0,0,0,$10000 - 14999,never,1,12,0,NA,Not Happy
10015487,G,retired,51,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,2,1,1,0,Very Happy
10015489,G,working fulltime,35,no,no,14,middle atlantic,0,0,1,$25000 or more,never,1,NA,0,0,Pretty Happy
10015490,G,working fulltime,60,no,no,16,w. nor. central,0,1,1,$25000 or more,nrly every week,2,2,0,0,Pretty Happy
10015493,G,working fulltime,41,NA,NA,14,e. sou. central,0,1,0,$25000 or more,lt once a year,2,3,1,0,Pretty Happy
10015495,G,other,66,no,no,13,middle atlantic,0,0,2,$25000 or more,sevrl times a yr,2,3,1,1,Pretty Happy
10015496,G,keeping house,42,no,NA,13,middle atlantic,1,2,0,$20000 - 24999,lt once a year,2,14,1,0,Pretty Happy
10015500,G,working fulltime,64,no,no,14,middle atlantic,0,0,0,$25000 or more,never,2,1,1,0,Pretty Happy
10015501,G,working fulltime,51,no,no,16,middle atlantic,0,0,2,NA,lt once a year,1,NA,1,0,Pretty Happy
10015502,G,retired,46,no,NA,13,middle atlantic,0,0,0,$15000 - 19999,once a month,2,3,1,0,Pretty Happy
10015504,G,other,30,NA,no,12,middle atlantic,0,0,0,$7000 to 7999,never,1,NA,1,0,Pretty Happy
10015506,G,retired,23,yes,NA,12,middle atlantic,0,0,0,$10000 - 14999,nrly every week,2,4,1,0,Pretty Happy
10015508,G,working fulltime,68,no,yes,16,middle atlantic,0,0,0,$25000 or more,lt once a year,3,2,0,NA,Pretty Happy
10015511,G,working fulltime,30,NA,NA,13,middle atlantic,0,0,0,$25000 or more,never,2,2,0,0,Pretty Happy
10015517,G,working fulltime,34,NA,no,15,middle atlantic,0,0,0,$25000 or more,more thn once wk,1,NA,1,0,Very Happy
10015519,G,school,42,NA,NA,13,middle atlantic,0,0,0,$25000 or more,once a year,3,1,0,NA,Pretty Happy
10015523,G,retired,66,yes,NA,15,middle atlantic,0,0,0,$10000 - 14999,lt once a year,1,10,1,NA,Pretty Happy
10015525,G,school,19,NA,NA,11,middle atlantic,0,1,1,$25000 or more,every week,2,2,1,0,Pretty Happy
10015529,G,temp not working,51,no,no,17,middle atlantic,0,0,0,$25000 or more,never,2,2,0,0,Pretty Happy
10015530,G,retired,39,no,NA,7,middle atlantic,0,0,0,$15000 - 19999,never,3,NA,0,0,Very Happy
10015532,G,working fulltime,51,no,yes,12,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,2,2,1,0,Very Happy
10015536,G,working fulltime,47,no,no,14,e. nor. central,1,0,0,$25000 or more,2-3x a month,1,2,0,NA,Pretty Happy
10015538,G,retired,64,no,yes,19,w. nor. central,0,0,0,$25000 or more,every week,2,1,0,0,Very Happy
10015539,G,retired,71,yes,no,12,e. nor. central,0,0,0,NA,every week,3,NA,0,0,Very Happy
10015540,G,working fulltime,30,NA,no,12,w. nor. central,0,0,0,$25000 or more,never,1,2,0,NA,Pretty Happy
10015541,G,retired,29,no,no,11,e. nor. central,0,0,0,$25000 or more,every week,2,5,1,0,Very Happy
10015544,G,"unempl, laid off",66,NA,NA,20,e. nor. central,0,0,0,$15000 - 19999,every week,1,NA,0,1,Pretty Happy
10015545,G,school,NA,NA,NA,14,e. nor. central,0,0,0,NA,never,3,NA,1,0,Pretty Happy
10015548,G,retired,24,NA,no,8,e. nor. central,0,0,0,$8000 to 9999,once a year,2,0,1,0,Very Happy
10015551,G,retired,43,no,NA,10,e. nor. central,0,0,0,NA,never,1,2,1,NA,Very Happy
10015552,G,working parttime,46,no,no,14,e. nor. central,NA,NA,NA,NA,every week,3,1,1,NA,Very Happy
10015553,G,retired,74,NA,no,16,e. nor. central,0,0,0,$25000 or more,never,2,3,0,0,Very Happy
10015554,G,keeping house,NA,NA,NA,12,foreign,2,0,0,$25000 or more,once a year,2,8,1,0,Pretty Happy
10015555,G,retired,39,NA,no,16,e. nor. central,0,0,0,$20000 - 24999,never,1,5,1,NA,Very Happy
10015556,G,working fulltime,52,no,no,16,e. nor. central,0,0,0,$25000 or more,nrly every week,3,NA,1,0,Pretty Happy
10015557,G,working fulltime,39,NA,NA,12,e. nor. central,0,2,1,$10000 - 14999,never,1,2,0,NA,Pretty Happy
10015558,G,working fulltime,40,NA,NA,6,e. nor. central,0,0,0,$25000 or more,once a year,2,4,0,0,Pretty Happy
10015559,G,working fulltime,35,NA,NA,12,e. nor. central,0,0,0,$25000 or more,once a year,1,4,0,NA,Very Happy
10015560,NA,working fulltime,36,NA,NA,6,foreign,0,0,0,$20000 - 24999,once a year,1,NA,0,0,Pretty Happy
10015562,G,working fulltime,54,no,no,14,e. nor. central,0,0,0,NA,once a year,2,1,1,0,Pretty Happy
10015563,G,working fulltime,23,no,no,11,e. nor. central,2,0,0,$25000 or more,once a year,2,2,0,1,Pretty Happy
10015564,G,working fulltime,51,no,no,18,pacific,0,0,0,$25000 or more,never,2,2,0,1,Pretty Happy
10015565,G,working fulltime,75,NA,no,19,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,NA,0,0,Not Happy
10015568,G,"unempl, laid off",33,NA,NA,12,w. nor. central,0,0,0,$15000 - 19999,never,1,NA,0,1,Not Happy
10015569,G,retired,61,NA,NA,14,e. nor. central,0,0,0,$25000 or more,every week,2,5,1,0,Pretty Happy
10015570,G,keeping house,36,NA,no,12,e. nor. central,0,2,2,$20000 - 24999,never,1,NA,1,1,Not Happy
10015571,G,working parttime,46,no,no,11,e. nor. central,0,0,0,$20000 - 24999,never,3,NA,1,1,Pretty Happy
10015572,G,retired,42,yes,no,12,e. nor. central,0,0,0,NA,every week,3,6,0,NA,Very Happy
10015573,G,keeping house,NA,no,NA,12,e. nor. central,1,1,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10015577,G,working fulltime,47,NA,NA,12,e. nor. central,0,0,0,$25000 or more,once a month,2,1,1,0,Pretty Happy
10015579,G,working fulltime,39,no,no,12,e. nor. central,0,0,0,$25000 or more,nrly every week,3,NA,1,1,Very Happy
10015580,G,working fulltime,37,NA,NA,14,e. nor. central,0,0,0,NA,lt once a year,2,2,0,0,Pretty Happy
10015581,G,school,31,NA,NA,13,e. nor. central,0,0,0,$25000 or more,nrly every week,2,3,1,0,Pretty Happy
10015582,G,keeping house,35,yes,no,12,e. nor. central,0,0,1,$25000 or more,once a year,1,NA,1,1,Not Happy
10015583,G,working fulltime,30,yes,no,14,e. nor. central,0,1,0,$25000 or more,once a year,3,4,0,NA,Pretty Happy
10015584,G,keeping house,65,no,no,16,e. nor. central,1,0,0,NA,every week,1,NA,1,0,Very Happy
10015585,G,working fulltime,66,no,no,16,e. nor. central,0,1,1,$25000 or more,never,1,NA,1,0,Very Happy
10015588,G,working fulltime,43,no,yes,14,south atlantic,0,0,0,$25000 or more,never,1,NA,1,1,Pretty Happy
10015590,G,keeping house,36,yes,no,12,e. nor. central,3,0,0,$25000 or more,more thn once wk,1,1,1,NA,Very Happy
10015591,G,working fulltime,86,yes,no,20,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,0,1,NA,Very Happy
10015594,G,working fulltime,63,no,no,13,e. nor. central,0,0,0,$25000 or more,every week,3,1,0,NA,Very Happy
10015599,G,working parttime,32,no,NA,20,e. nor. central,0,0,0,$25000 or more,2-3x a month,3,4,0,NA,Very Happy
10015600,G,other,47,yes,no,12,e. nor. central,0,0,0,$25000 or more,never,2,2,1,0,Not Happy
10015601,G,working fulltime,36,yes,no,15,e. nor. central,0,1,1,$25000 or more,once a year,3,NA,1,0,Very Happy
10015602,G,keeping house,46,yes,no,12,e. nor. central,0,2,0,$25000 or more,2-3x a month,3,NA,1,1,Pretty Happy
10015603,G,working fulltime,51,no,no,12,e. nor. central,0,1,0,$25000 or more,once a year,2,4,0,0,Pretty Happy
10015604,G,working fulltime,33,no,no,12,e. nor. central,0,0,2,$25000 or more,sevrl times a yr,3,1,0,NA,Pretty Happy
10015605,G,retired,39,yes,no,17,e. nor. central,0,0,0,$25000 or more,every week,3,4,0,NA,Pretty Happy
10015607,G,working fulltime,51,no,yes,13,e. nor. central,1,1,0,$25000 or more,once a year,3,NA,1,0,Very Happy
10015614,G,working parttime,61,no,no,16,e. nor. central,0,0,0,$25000 or more,every week,2,1,1,0,Very Happy
10015615,G,retired,25,yes,NA,8,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,5,0,NA,Pretty Happy
10015616,G,retired,46,no,NA,12,e. nor. central,0,0,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10015617,G,working fulltime,30,yes,yes,12,e. nor. central,0,0,0,$25000 or more,never,2,2,0,0,Pretty Happy
10015620,G,retired,46,no,no,12,e. nor. central,0,0,0,$25000 or more,every week,3,NA,1,0,Pretty Happy
10015621,G,working fulltime,47,NA,NA,15,foreign,0,0,0,$25000 or more,never,1,NA,1,1,Pretty Happy
10015622,G,working fulltime,44,no,no,15,w. nor. central,0,1,1,$25000 or more,never,3,0,0,NA,Pretty Happy
10015623,G,keeping house,31,NA,no,14,e. nor. central,0,0,1,$10000 - 14999,once a month,1,NA,1,0,Pretty Happy
10015624,G,working fulltime,20,no,NA,0,foreign,0,1,3,$20000 - 24999,every week,2,0,1,1,Pretty Happy
10015625,G,working parttime,32,yes,NA,12,mountain,0,0,0,$25000 or more,lt once a year,2,3,1,0,Pretty Happy
10015627,G,working fulltime,44,NA,no,12,e. nor. central,0,0,0,$4000 to 4999,never,1,3,0,NA,Pretty Happy
10015634,G,working parttime,19,NA,NA,10,e. sou. central,0,0,0,$10000 - 14999,lt once a year,2,12,0,1,Very Happy
10015635,NA,working fulltime,60,no,NA,14,middle atlantic,0,1,0,$25000 or more,sevrl times a yr,2,1,1,0,Pretty Happy
10015636,G,working fulltime,44,no,no,13,e. nor. central,2,0,0,NA,sevrl times a yr,2,1,0,0,Pretty Happy
10015637,G,working fulltime,75,NA,NA,20,e. sou. central,0,0,0,$25000 or more,2-3x a month,3,3,1,NA,Very Happy
10015639,G,working fulltime,49,NA,no,14,e. nor. central,0,1,0,$25000 or more,lt once a year,1,NA,0,0,Pretty Happy
10015643,G,keeping house,47,no,no,NA,e. nor. central,0,0,0,NA,every week,2,5,1,0,Very Happy
10015645,G,keeping house,63,no,no,16,e. nor. central,0,0,2,$25000 or more,every week,1,NA,1,0,Very Happy
10015648,G,working fulltime,53,no,no,17,e. nor. central,0,0,0,NA,every week,2,2,0,0,Very Happy
10015652,G,working fulltime,32,NA,no,12,e. sou. central,0,0,0,$15000 - 19999,once a year,2,1,1,0,Pretty Happy
10015655,G,working fulltime,74,no,no,20,e. nor. central,0,0,0,$25000 or more,once a year,2,2,0,0,Pretty Happy
10015656,G,working fulltime,65,NA,no,16,e. nor. central,0,0,0,$25000 or more,nrly every week,1,5,0,NA,Very Happy
10015657,G,school,64,no,no,16,middle atlantic,1,0,0,$25000 or more,never,3,NA,0,0,Very Happy
10015658,G,working fulltime,45,NA,NA,16,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,NA,1,1,Very Happy
10015661,G,working fulltime,23,no,no,12,e. nor. central,0,0,0,$25000 or more,lt once a year,3,1,1,NA,Pretty Happy
10015662,G,retired,35,no,no,13,e. sou. central,1,0,0,$25000 or more,sevrl times a yr,1,1,0,NA,Pretty Happy
10015664,G,working parttime,60,yes,no,12,e. nor. central,0,0,0,NA,more thn once wk,2,4,0,1,Very Happy
10015665,G,working fulltime,47,no,no,17,e. nor. central,1,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Very Happy
10015666,G,"unempl, laid off",39,no,no,12,pacific,0,0,0,$25000 or more,once a month,1,NA,1,1,Pretty Happy
10015667,G,working fulltime,29,yes,no,12,e. nor. central,0,2,0,$25000 or more,2-3x a month,1,NA,1,0,Pretty Happy
10015668,NA,working parttime,39,no,no,16,e. nor. central,0,1,2,$25000 or more,once a year,1,NA,1,1,Pretty Happy
10015669,G,working fulltime,49,NA,no,17,e. nor. central,0,0,1,$25000 or more,every week,1,2,1,NA,Very Happy
10015670,G,working fulltime,51,no,no,16,w. sou. central,3,2,0,$25000 or more,never,1,2,0,NA,Pretty Happy
10015671,G,working fulltime,51,no,no,17,e. nor. central,1,0,0,$25000 or more,every week,2,1,0,0,Pretty Happy
10015672,G,working fulltime,44,yes,no,15,e. nor. central,0,0,0,$25000 or more,never,1,NA,1,0,Pretty Happy
10015673,G,keeping house,30,no,no,12,e. nor. central,0,0,0,$25000 or more,never,2,4,1,0,Pretty Happy
10015674,G,retired,71,NA,no,14,e. nor. central,0,0,0,$25000 or more,never,3,3,0,NA,Pretty Happy
10015675,G,working fulltime,44,no,no,12,e. nor. central,1,0,0,NA,once a year,1,NA,0,1,Pretty Happy
10015676,G,working fulltime,47,NA,no,13,e. nor. central,0,0,0,$25000 or more,never,1,NA,0,0,Not Happy
10015677,G,working fulltime,47,no,no,20,e. nor. central,0,0,0,$25000 or more,never,3,NA,1,0,Very Happy
10015678,G,retired,49,no,NA,12,e. nor. central,0,0,0,$25000 or more,every week,1,3,1,NA,Very Happy
10015681,G,"unempl, laid off",47,yes,no,16,e. nor. central,0,0,0,$25000 or more,every week,2,6,1,0,Very Happy
10015682,G,keeping house,28,NA,NA,12,e. nor. central,1,1,0,$15000 - 19999,never,1,NA,1,1,Pretty Happy
10015683,G,working fulltime,61,NA,no,20,e. nor. central,1,1,0,$25000 or more,once a year,1,NA,1,0,Very Happy
10015684,G,temp not working,51,NA,NA,16,south atlantic,0,0,0,$25000 or more,never,2,2,0,1,Pretty Happy
10015685,G,keeping house,17,no,NA,8,e. nor. central,0,0,0,$8000 to 9999,more thn once wk,1,NA,1,0,Not Happy
10015686,G,working fulltime,33,NA,no,16,e. nor. central,0,0,0,$25000 or more,2-3x a month,2,2,1,0,Not Happy
10015687,G,keeping house,NA,no,no,13,south atlantic,0,0,0,NA,more thn once wk,1,4,1,NA,Pretty Happy
10015688,G,retired,64,no,no,16,e. nor. central,0,0,0,NA,lt once a year,1,NA,1,0,Not Happy
10015690,G,working fulltime,39,no,no,12,e. nor. central,0,0,2,$25000 or more,never,3,2,0,NA,Pretty Happy
10015691,G,working fulltime,38,no,no,12,e. nor. central,0,0,0,$25000 or more,once a year,2,4,0,0,Pretty Happy
10015692,G,working fulltime,74,no,no,16,w. nor. central,0,1,1,$25000 or more,every week,3,NA,0,0,Pretty Happy
10015693,G,working fulltime,47,no,no,16,e. nor. central,0,1,1,$25000 or more,every week,3,NA,0,1,Very Happy
10015695,G,retired,43,no,no,12,e. nor. central,0,0,0,$25000 or more,every week,2,6,1,0,Very Happy
10015696,G,working parttime,28,no,yes,12,e. nor. central,0,0,0,$20000 - 24999,nrly every week,3,NA,0,0,Very Happy
10015697,G,retired,22,no,no,10,south atlantic,0,0,0,$15000 - 19999,2-3x a month,1,4,0,NA,Very Happy
10015700,G,working fulltime,60,no,no,16,e. nor. central,1,1,0,$25000 or more,2-3x a month,1,3,0,NA,Pretty Happy
10015701,G,working parttime,24,NA,NA,13,south atlantic,0,0,0,$25000 or more,every week,2,1,0,1,Pretty Happy
10015702,G,working parttime,75,NA,NA,19,e. nor. central,0,0,0,$25000 or more,more thn once wk,3,NA,1,0,Not Happy
10015703,G,working fulltime,33,no,no,14,foreign,0,0,3,$25000 or more,every week,1,NA,0,0,Pretty Happy
10015704,G,retired,43,no,no,16,middle atlantic,0,0,0,$15000 - 19999,every week,1,2,0,NA,Pretty Happy
10015705,G,working fulltime,22,NA,no,14,south atlantic,0,0,0,$15000 - 19999,lt once a year,1,NA,0,1,Pretty Happy
10015706,G,keeping house,64,no,no,16,e. nor. central,0,0,0,$25000 or more,every week,2,2,1,0,Pretty Happy
10015707,G,working parttime,60,NA,NA,16,e. nor. central,0,0,0,$15000 - 19999,never,3,4,0,NA,Very Happy
