ID,Alcohol_Consumption
10016302,Once a month
10016303,Once a week
10016313,Rarely
10016318,Once a week
10016319,Never
10016321,Occassional
10016322,Occassional
10016323,2 - 3 times a month
10016324,Once a month
10016325,Never
10016329,Once a week
10016331,Never
10016332,Never
10016335,Once a month
10016336,Once a month
10016337,Once a month
10016338,2 - 3 times a month
10016339,Never
10016340,Once a week
10016341,Rarely
10016343,Once a week
10016344,Once a week
10016345,Multiple times in a week
10016347,Rarely
10016348,Never
10016351,2 - 3 times a month
10016353,Once a month
10016355,2 - 3 times a month
10016356,Once a week
10016357,
10016359,Occassional
10016361,Once a month
10016363,2 - 3 times a month
10016367,Occassional
10016368,Rarely
10016370,
10016371,Once a month
10016372,2 - 3 times a month
10016374,Occassional
10016375,
10016376,Rarely
10016377,Once a week
10016380,2 - 3 times a month
10016385,Occassional
10016389,Occassional
10016390,Once a week
10016392,Once a week
10016393,Once a week
10016394,Never
10016396,
10016397,Once a month
10016398,
10016402,Never
10016405,2 - 3 times a month
10016408,Never
10016409,
10016411,Multiple times in a week
10016413,Occassional
10016414,Never
10016417,Once a week
10016418,Never
10016419,Never
10016422,2 - 3 times a month
10016423,2 - 3 times a month
10016424,Occassional
10016426,Never
10016427,Multiple times in a week
10016430,Occassional
10016432,Once a week
10016433,Once a month
10016436,Once a week
10016439,
10016440,Once a month
10016441,Once a week
10016442,Once a week
10016444,Multiple times in a week
10016448,Occassional
10016451,Once a month
10016452,2 - 3 times a month
10016454,Once a week
10016455,2 - 3 times a month
10016457,Never
10016459,Never
10016461,2 - 3 times a month
10016467,Once a week
10016469,
10016470,Never
10016471,Once a week
10016472,Once a week
10016473,Once a week
10016476,Once a month
10016477,Never
10016478,Occassional
10016479,Never
10016480,Never
10016481,Rarely
10016482,2 - 3 times a month
10016483,2 - 3 times a month
10016486,Once a week
10016487,2 - 3 times a month
10016488,2 - 3 times a month
10016489,Rarely
10016491,Multiple times in a week
10016492,2 - 3 times a month
10016497,Never
10016499,Never
10016500,Never
10016502,Occassional
10016504,Occassional
10016505,Never
10016506,Occassional
10016507,Occassional
10016508,Once a week
10016509,Occassional
10016510,Occassional
10016511,Rarely
10016514,Multiple times in a week
10016516,Once a week
10016517,
10016518,Once a month
10016519,Once a week
10016520,2 - 3 times a month
10016524,Never
10016526,Once a month
10016529,Multiple times in a week
10016530,Once a week
10016532,2 - 3 times a month
10016533,Occassional
10016536,Multiple times in a week
10016537,Once a week
10016538,Once a month
10016540,Once a week
10016541,Never
10016544,Once a week
10016546,Once a week
10016547,Occassional
10016548,Once a month
10016549,2 - 3 times a month
10016550,Once a month
10016551,Once a week
10016552,Rarely
10016557,Never
10016558,Once a month
10016559,Rarely
10016560,Never
10016561,Once a month
10016562,Multiple times in a week
10016563,2 - 3 times a month
10016571,Occassional
10016573,Rarely
10016574,Once a month
10016578,2 - 3 times a month
10016580,Once a week
10016581,
10016582,2 - 3 times a month
10016584,Once a month
10016585,Occassional
10016586,Rarely
10016587,Once a week
10016588,Once a month
10016589,Once a month
10016590,Once a month
10016591,Rarely
10016592,Once a week
10016594,Never
10016602,2 - 3 times a month
10016603,Occassional
10016605,Rarely
10016607,Once a week
10016610,Multiple times in a week
10016611,Rarely
10016612,Once a week
10016614,Rarely
10016615,Occassional
10016616,2 - 3 times a month
10016617,Occassional
10016618,Occassional
10016620,Rarely
10016622,Multiple times in a week
10016624,
10016626,2 - 3 times a month
10016627,Once a week
10016630,Occassional
10016632,Multiple times in a week
10016634,Once a week
10016636,Rarely
10016637,2 - 3 times a month
10016639,2 - 3 times a month
10016640,Occassional
10016641,Once a week
10016642,2 - 3 times a month
10016643,Never
10016644,
10016646,Rarely
10016648,Never
10016653,Once a month
10016654,Once a week
10016655,Occassional
10016656,Rarely
10016657,Occassional
10016660,2 - 3 times a month
10016661,Once a week
10016662,Rarely
10016663,Once a month
10016664,Once a week
10016666,Once a week
10016667,2 - 3 times a month
10016668,2 - 3 times a month
10016670,2 - 3 times a month
10016672,Once a month
10016673,2 - 3 times a month
10016674,
10016675,Occassional
10016676,2 - 3 times a month
10016677,Occassional
10016678,Never
10016680,Occassional
10016681,Occassional
10016682,Multiple times in a week
10016687,Rarely
10016688,Multiple times in a week
10016689,Once a week
10016690,
10016692,Never
10016693,2 - 3 times a month
10016694,Rarely
10016695,Occassional
10016696,Rarely
10016698,Never
10016699,Multiple times in a week
10016700,Rarely
10016702,Occassional
10016706,Rarely
10016708,Occassional
10016709,Multiple times in a week
10016710,2 - 3 times a month
10016712,Never
10016714,2 - 3 times a month
10016715,Occassional
10016716,Never
10016717,Rarely
10016718,Never
10016719,Once a month
10016720,Once a month
10016722,Once a month
10016724,Never
10016726,Once a month
10016727,2 - 3 times a month
10016730,Rarely
10016732,Never
10016733,2 - 3 times a month
10016734,Multiple times in a week
10016735,Once a week
10016736,Occassional
10016737,Never
10016738,
10016739,Never
10016740,Once a week
10016741,Occassional
10016743,2 - 3 times a month
10016744,Occassional
10016745,2 - 3 times a month
10016750,Never
10016751,
10016752,Never
10016753,Multiple times in a week
10016755,Rarely
10016756,2 - 3 times a month
10016757,Never
10016758,Once a month
10016759,Once a week
10016760,Multiple times in a week
10016761,2 - 3 times a month
10016762,Rarely
10016763,Multiple times in a week
10016765,Once a month
10016767,Multiple times in a week
10016769,Once a month
10016770,Rarely
10016772,Never
10016773,Rarely
10016774,Rarely
10016775,Occassional
10016776,Occassional
10016778,2 - 3 times a month
10016779,Rarely
10016781,2 - 3 times a month
10016782,Occassional
10016783,Never
10016784,Occassional
10016785,
10016788,Rarely
10016791,Occassional
10016792,2 - 3 times a month
10016794,Multiple times in a week
10016797,Once a month
10016800,Occassional
10016803,Once a month
10016804,Occassional
10016805,Once a week
10016807,Occassional
10016809,Occassional
10016810,Rarely
10016811,Rarely
10016812,Never
10016813,2 - 3 times a month
10016817,Once a month
10016818,Once a month
10016820,Once a week
10016821,Once a month
10016822,Occassional
10016823,2 - 3 times a month
10016826,Once a week
10016827,2 - 3 times a month
10016829,Multiple times in a week
10016830,Occassional
10016831,Occassional
10016833,Rarely
10016834,Once a month
10016835,Once a month
10016836,Once a week
10016837,Never
10016840,Rarely
10016845,Never
10016846,Never
10016848,Never
10016850,
10016851,Multiple times in a week
10016852,Occassional
10016853,Occassional
10016854,2 - 3 times a month
10016856,Occassional
10016858,2 - 3 times a month
10016861,2 - 3 times a month
10016862,Rarely
10016863,Occassional
10016864,Once a week
10016866,Occassional
10016868,2 - 3 times a month
10016869,Never
10016870,2 - 3 times a month
10016871,Occassional
10016872,Occassional
10016873,Rarely
10016875,Once a week
10016876,Never
10016879,Once a week
10016880,Once a month
10016881,Once a month
10016882,Once a month
10016883,Once a week
10016884,Once a week
10016885,Rarely
10016886,Never
10016887,Never
10016888,Multiple times in a week
10016891,Once a week
10016894,Once a month
10016897,Once a month
10016898,Never
10016901,Once a week
10016903,Rarely
10016905,Multiple times in a week
10016906,Multiple times in a week
10016907,Multiple times in a week
10016910,Rarely
10016913,Multiple times in a week
10016915,Occassional
10016917,Occassional
10016919,Rarely
10016920,Once a week
10016921,Once a month
10016922,Occassional
10016923,Multiple times in a week
10016925,Once a month
10016926,Once a week
10016927,Rarely
10016928,Never
10016929,Once a week
10016930,Never
10016931,Rarely
10016932,2 - 3 times a month
10016933,Never
10016935,Once a month
10016937,Never
10016938,Once a week
10016939,Rarely
10016941,Once a month
10016943,Never
10016944,2 - 3 times a month
10016945,Never
10016946,2 - 3 times a month
10016947,2 - 3 times a month
10016948,Multiple times in a week
10016951,Rarely
10016952,Once a week
10016953,Occassional
10016954,2 - 3 times a month
10016955,Once a week
10016956,Once a week
10016957,Once a month
10016960,Never
10016961,2 - 3 times a month
10016965,Once a week
10016966,Never
10016968,Multiple times in a week
10016971,Occassional
10016972,Once a month
10016973,Once a month
10016974,
10016978,Once a month
10016979,Rarely
10016981,2 - 3 times a month
10016990,
10016991,Once a month
10016993,Once a month
10016994,Once a month
10016995,Never
10016999,Once a week
10017000,Occassional
10017002,Once a month
10017003,Multiple times in a week
10017004,Once a month
10017005,2 - 3 times a month
10017006,Once a month
10017008,2 - 3 times a month
10017011,Rarely
10017013,Never
10017014,Once a month
10017016,Once a month
10017017,2 - 3 times a month
10017018,Rarely
10017019,Once a month
10017021,Rarely
10017024,Occassional
10017025,Occassional
10017026,Never
10017027,
10017029,Once a month
10017032,Once a month
10017034,Occassional
10017035,Once a week
10017036,Occassional
10017038,Multiple times in a week
10017039,Multiple times in a week
10017040,Once a month
10017041,2 - 3 times a month
10017042,2 - 3 times a month
10017043,
10017044,2 - 3 times a month
10017045,Once a month
10017046,2 - 3 times a month
10017047,Multiple times in a week
10017048,Occassional
10017050,Rarely
10017052,Rarely
10017053,2 - 3 times a month
10017055,Once a week
10017056,Never
10017058,
10017059,Never
10017061,2 - 3 times a month
10017062,Rarely
10017064,2 - 3 times a month
10017066,Rarely
10017067,Rarely
10017070,Occassional
10017071,Once a week
10017073,Never
10017075,Never
10017077,Once a month
10017078,Once a week
10017082,Once a week
10017083,Once a month
10017084,Once a week
10017087,Multiple times in a week
10017088,Multiple times in a week
10017091,Never
10017092,
10017093,Rarely
10017098,Once a week
10017099,Never
10017100,Never
10017103,Occassional
10017104,Once a week
10017107,
10017109,Multiple times in a week
10017111,2 - 3 times a month
10017112,Once a week
10017113,Rarely
10017115,Once a month
10017116,Rarely
10017117,
10017119,Once a week
10017120,
10017121,2 - 3 times a month
10017122,Once a month
10017123,Never
10017124,2 - 3 times a month
10017125,2 - 3 times a month
10017126,Occassional
10017127,Once a week
10017128,Occassional
10017129,Never
10017131,Never
10017135,Once a week
10017136,Once a month
10017137,2 - 3 times a month
10017138,Multiple times in a week
10017140,Once a month
10017142,Occassional
10017143,Never
10017145,2 - 3 times a month
10017146,Rarely
10017147,Multiple times in a week
10017149,2 - 3 times a month
10017150,Once a week
10017151,Once a month
10017152,2 - 3 times a month
10017157,2 - 3 times a month
10017158,2 - 3 times a month
10017160,Once a week
10017161,Occassional
10017162,Never
10017166,
10017167,Occassional
10017169,Once a week
10017171,
10017173,Multiple times in a week
10017174,Rarely
10017175,Once a month
10017177,2 - 3 times a month
10017183,Multiple times in a week
10017184,2 - 3 times a month
10017185,Occassional
10017187,Once a week
10017188,Never
10017189,2 - 3 times a month
10017190,2 - 3 times a month
10017192,Multiple times in a week
10017194,Occassional
10017196,Multiple times in a week
10017197,Once a month
10017198,Rarely
10017201,Never
10017203,Once a week
10017204,Once a week
10017205,Once a month
10017207,Occassional
10017208,Never
10017209,Never
10017210,Multiple times in a week
10017211,Once a month
10017213,
10017215,Once a month
10017218,Multiple times in a week
10017219,2 - 3 times a month
